ICM_ID,max_annual_stage,ave_annual_stage,ave_stage_summer,var_stage_summer,ave_annual_salinity,ave_salinity_summer,sal_2wk_max,ave_tmp,ave_tmp_summer,openwater_sed_accum,marsh_int_sed_accum,marsh_edge_sed_accum,tidal_prism_ave,ave_sepmar_stage,ave_octapr_stage,marsh_edge_erosion_rate,ave_annual_tss,stdev_annual_tss,totalland_m2
765.0000,0.1756,0.0804,0.1283,0.0006,32.1060,32.6783,33.2052,20.1826,20.3139,-0.0265,0.0000,0.0000,398936224.0000,0.0429,0.0393,0.0000,0.0333,0.6365,0.0000
766.0000,0.4126,0.1980,0.2751,0.0042,0.2655,0.1956,0.2880,22.5065,28.3153,205.1616,0.0000,0.0000,483028.1875,0.1419,0.1047,0.0000,6.1380,2.2489,22053591.5000
767.0000,0.2455,0.1229,0.1789,0.0007,6.8492,5.9375,16.2408,22.3031,28.0310,138.3194,0.0004,0.0000,833525.0000,0.0806,0.0630,0.0000,4.9229,2.2803,47965518.7500
768.0000,0.1891,0.0801,0.1257,0.0009,29.0088,25.7939,33.8685,20.1824,20.7291,302.0375,0.0000,0.0000,397537056.0000,0.0423,0.0409,0.0000,2.9456,1.5674,0.0000
769.0000,0.1783,0.0806,0.1429,0.0004,19.3468,19.7833,32.3252,20.3159,21.7290,159.8640,1.6652,0.2637,19400984.0000,0.0380,0.0309,3.1643,10.2113,6.4493,20733956.0000
770.0000,0.3945,0.1929,0.2692,0.0042,0.4710,0.3682,0.6079,23.0224,28.7865,303.7620,12.0076,4.3563,3491228.5000,0.1375,0.1006,2.6958,19.3668,5.8027,24748944.0000
771.0000,0.3945,0.1929,0.2693,0.0042,0.4788,0.3588,0.5850,23.0251,28.7513,756.2347,10.5985,0.2658,2961362.0000,0.1375,0.1006,0.5911,16.9292,5.7557,46228887.0000
772.0000,0.2327,0.1217,0.1774,0.0006,7.6411,7.4067,17.8981,22.1191,27.5093,184.3600,0.0499,0.0000,4415182.0000,0.0799,0.0622,0.0000,6.1815,2.7507,33963320.0000
773.0000,0.4282,0.2193,0.2941,0.0046,0.2017,0.1962,0.2220,19.8985,27.2893,364.7555,5.4662,0.0367,5395636.5000,0.1621,0.1207,0.7289,6.2189,2.1170,56181618.0000
774.0000,0.3947,0.1933,0.2694,0.0042,0.3711,0.2942,0.4193,22.8345,28.8138,399.5658,4.5408,0.0034,1664249.5000,0.1381,0.1010,0.2410,9.9660,3.1060,88629666.0000
775.0000,0.4128,0.2014,0.2783,0.0040,0.2567,0.1907,0.2977,22.2137,28.2368,474.8495,5.6319,1.2381,2973522.5000,0.1451,0.1071,0.8621,7.1845,2.5285,43608618.0000
776.0000,0.3945,0.1929,0.2692,0.0042,0.4700,0.3679,0.6087,23.0234,28.7866,236.7895,15.7300,1.9511,2289266.2500,0.1376,0.1006,1.6458,19.5817,5.8262,29085816.0000
777.0000,0.3945,0.1930,0.2693,0.0042,0.4576,0.3575,0.5825,23.0241,28.7494,649.1779,48.2389,0.4218,3672188.0000,0.1377,0.1007,1.3457,17.0334,5.9167,15359672.0000
778.0000,0.3945,0.1928,0.2692,0.0042,0.4872,0.3681,0.6071,23.0256,28.7734,1.2762,0.0000,0.0000,5014994.5000,0.1375,0.1006,0.0000,18.8966,5.7860,0.0000
779.0000,0.2335,0.1219,0.1779,0.0006,9.3911,11.2636,26.0108,21.8354,26.7618,130.3244,0.0321,0.0000,517709.5312,0.0802,0.0623,0.0000,4.6741,2.4400,20267491.2500
780.0000,0.4157,0.2299,0.3081,0.0027,0.1093,0.1042,0.1241,22.9198,30.1226,-0.0001,0.0000,0.0001,1115376.8750,0.1685,0.1208,0.0000,0.0309,0.5887,16259652.5000
781.0000,0.4130,0.2014,0.2784,0.0040,0.2768,0.1913,0.3190,22.0195,28.1503,111.2945,4.8501,4.4361,5146680.5000,0.1451,0.1071,1.2961,8.2516,2.3186,17780204.0000
782.0000,0.2323,0.1212,0.1779,0.0006,9.9364,12.1238,27.5869,21.7068,26.2061,214.1740,0.0000,0.0000,488713.0938,0.0792,0.0615,0.0000,5.1703,3.0365,19473492.0000
783.0000,0.3945,0.1931,0.2693,0.0042,0.4694,0.3655,0.5969,23.0095,28.7535,14.6240,55.1566,11.2548,5738367.5000,0.1379,0.1009,1.1565,18.2033,5.6499,718138.0000
784.0000,0.4172,0.2111,0.2867,0.0042,0.2075,0.1994,0.2223,19.8645,27.3382,3107.6282,5.5179,0.5474,625574.5625,0.1541,0.1145,0.0000,6.4506,3.5945,23444596.7500
785.0000,0.3945,0.1929,0.2692,0.0042,0.4964,0.3689,0.6083,23.0284,28.7616,52.3692,17.4616,3.4870,9297351.0000,0.1376,0.1007,1.3032,19.0808,5.6880,23195388.0000
786.0000,0.2916,0.1391,0.1872,0.0009,6.6811,4.5992,10.4508,22.7613,28.9482,68.7487,0.0000,0.0000,4940626.0000,0.1014,0.0761,0.0000,2.2910,1.3567,85391728.0000
787.0000,0.1783,0.0806,0.1428,0.0004,23.9642,26.1618,32.7011,20.1660,21.1810,74.6891,0.7044,0.1327,7627620.5000,0.0381,0.0310,1.3646,6.3608,4.5546,3858511.0000
788.0000,0.4131,0.2017,0.2785,0.0040,0.2386,0.1924,0.2852,21.6148,27.9889,59.7924,16.1884,6.5298,6600541.0000,0.1454,0.1073,0.8155,7.7158,2.3882,14591782.0000
789.0000,0.4111,0.1994,0.2763,0.0041,0.3082,0.2212,0.3688,22.8141,28.6946,328.9621,4.8112,0.0505,3745317.0000,0.1433,0.1054,0.5807,5.7766,1.4777,27334368.0000
790.0000,0.4129,0.2015,0.2784,0.0040,0.2972,0.1940,0.4376,22.3105,28.2617,55.5994,16.4753,3.8031,7528568.5000,0.1452,0.1071,0.7287,8.5844,2.2909,17291968.0000
791.0000,0.3945,0.1931,0.2693,0.0042,0.4671,0.3637,0.5934,23.0129,28.7499,54.2830,9.4502,2.5561,7009832.0000,0.1379,0.1009,2.1065,17.9944,5.6327,4554132.0000
792.0000,0.4149,0.2075,0.2835,0.0041,0.2104,0.1974,0.2303,20.5762,27.6807,253.1855,8.7233,0.0382,1557598.5000,0.1508,0.1118,0.2156,5.9696,2.8366,32445713.5000
793.0000,0.3945,0.1931,0.2692,0.0042,0.4782,0.3668,0.5884,23.0245,28.7520,5.0871,91.7091,5.8747,4269367.5000,0.1378,0.1008,0.0000,18.4290,5.6301,17934350.0000
794.0000,0.4130,0.2011,0.2784,0.0040,0.3196,0.1913,0.3634,22.2178,28.2396,19.0135,15.2085,6.9002,6234506.5000,0.1445,0.1067,0.5398,8.5208,1.8197,6010636.0000
795.0000,0.1783,0.0806,0.1428,0.0004,25.1549,27.5160,33.0388,20.0641,20.8990,374.2743,0.0000,0.0000,1101918208.0000,0.0381,0.0309,0.0000,6.0034,4.4654,0.0000
796.0000,0.4128,0.2010,0.2783,0.0039,0.2826,0.1942,0.2594,21.5474,27.9676,525.4317,8.4355,0.2473,2876723.0000,0.1444,0.1067,0.6037,6.5166,1.8915,18822466.0000
797.0000,0.1785,0.0802,0.1428,0.0004,25.1782,27.0598,33.1766,20.1656,21.1122,174.0485,0.0612,0.0140,15318390.0000,0.0373,0.0305,2.0068,6.1180,4.4970,11081296.0000
798.0000,0.1821,0.0803,0.1315,0.0005,31.2497,32.1746,35.9823,19.9147,20.3085,479.0296,0.0000,0.0000,343503360.0000,0.0405,0.0377,0.0000,3.4173,2.1343,0.0000
799.0000,0.3026,0.1411,0.1881,0.0010,6.6031,4.3728,10.3763,22.8186,29.0680,156.5924,0.0000,0.0000,4800951.5000,0.1040,0.0778,0.6322,2.3110,1.3846,37004024.0000
800.0000,0.4130,0.2015,0.2784,0.0040,0.2631,0.1904,0.3352,22.1579,28.2281,1.6814,15.0420,9.9204,6287705.5000,0.1452,0.1071,0.0000,8.5509,2.1715,8914742.0000
801.0000,0.3945,0.1930,0.2693,0.0042,0.4761,0.3661,0.5826,22.9999,28.7609,305.2852,10.9688,13.8844,1240709.1250,0.1377,0.1007,1.8299,18.4553,5.7111,18040293.5000
802.0000,0.3069,0.1656,0.2356,0.0012,0.2454,0.1939,0.2189,18.6350,25.4280,5322.2812,78.0653,3.1655,1553639.7500,0.1130,0.0857,0.0000,5.4987,1.9294,11214872.0000
803.0000,0.3503,0.1802,0.2407,0.0022,7.6477,1.9904,16.6425,22.5261,28.4013,290.4311,0.0000,0.0000,2129458.2500,0.1366,0.0967,0.6215,3.2254,1.8926,27866724.0000
804.0000,0.4130,0.2012,0.2784,0.0040,0.3460,0.1890,0.3288,22.2371,28.2923,88.1969,11.5694,10.6502,5703042.0000,0.1446,0.1068,1.1133,8.8901,2.3550,25417206.0000
805.0000,0.1841,0.0799,0.1287,0.0006,32.1531,32.6779,33.2050,20.0412,20.1086,-0.0265,0.0000,0.0000,491999776.0000,0.0413,0.0388,0.0000,0.0415,0.7921,0.0000
806.0000,0.1794,0.0806,0.1431,0.0004,25.5604,28.1681,35.1703,20.1216,20.9415,1081.3745,0.9351,0.5926,11146394.0000,0.0381,0.0308,7.7885,5.8638,4.4385,10435940.0000
807.0000,0.3421,0.1738,0.2357,0.0016,7.8581,2.5216,17.1894,22.3138,27.9149,215.0412,0.0000,0.0000,1316591.6250,0.1304,0.0906,0.3150,2.8883,1.7443,24058141.5000
808.0000,0.4093,0.2006,0.2762,0.0038,2.0022,0.4177,6.7415,22.5118,28.9102,525.0775,0.0000,0.0000,2236045.5000,0.1452,0.1069,1.2723,4.7193,1.6024,174104539.0000
809.0000,0.4496,0.2237,0.3081,0.0062,0.1213,0.1018,0.1711,22.8530,29.9195,10.2398,0.0000,0.0000,3646459.5000,0.1616,0.1205,0.0000,0.5493,0.7983,116782862.0000
810.0000,0.4101,0.1985,0.2750,0.0037,0.3646,0.2531,1.1531,22.2023,28.3635,286.3241,0.0000,0.0000,461404.5625,0.1426,0.1053,0.0000,3.9384,1.5984,16797099.5000
811.0000,0.4112,0.1993,0.2759,0.0038,0.2468,0.1953,0.4408,21.8580,28.1762,174.9104,0.0000,0.0000,861403.6250,0.1432,0.1057,0.0000,5.2129,1.6440,20511365.2500
812.0000,0.4112,0.1986,0.2757,0.0038,0.3741,0.2104,0.8752,22.2241,28.4723,246.7687,0.0000,0.0000,4950426.0000,0.1422,0.1051,0.6811,3.8926,1.4110,110253928.0000
813.0000,0.2022,0.0804,0.1484,0.0012,26.4375,28.1474,33.4517,20.2560,20.8337,341.7917,0.6320,0.1421,10824325.0000,0.0383,0.0263,6.4498,4.5355,3.6095,5245146.0000
814.0000,0.3473,0.1778,0.2366,0.0018,8.3691,2.9265,18.1111,22.4055,28.1588,254.4594,0.0000,0.0000,587708.6250,0.1364,0.0948,0.2714,3.0768,1.8740,24923701.5000
815.0000,0.3053,0.1646,0.2344,0.0011,0.2551,0.2100,0.2172,19.5608,24.3638,181.6089,0.0000,0.0000,3087566.7500,0.1123,0.0849,0.0000,4.5820,1.1438,22588929.0000
816.0000,0.3197,0.1692,0.2217,0.0016,16.0684,9.7421,29.4862,22.1314,26.8668,173.4807,0.0000,0.0000,2574556.0000,0.1324,0.0913,0.3372,2.3564,1.4923,74758323.0000
817.0000,0.4035,0.1943,0.2701,0.0034,0.9542,0.3339,3.7505,22.5219,28.5602,115.7686,0.0000,0.0000,3371672.2500,0.1391,0.1024,0.2620,1.9336,0.8805,58142794.0000
818.0000,0.3728,0.1898,0.2361,0.0018,8.3335,6.5607,11.0859,22.9479,29.4072,169.8664,0.0000,0.0000,1697999.7500,0.1529,0.1066,0.3837,1.1638,0.4032,11798009.0000
819.0000,0.2035,0.0804,0.1488,0.0013,26.7707,27.3925,34.3096,20.3128,20.7757,2207.5674,0.1472,0.0288,10972356.0000,0.0383,0.0261,17.2199,3.7313,2.9874,4793512.0000
820.0000,0.3852,0.1906,0.2367,0.0018,7.8472,6.2386,10.7929,22.9458,29.3708,15.8572,0.0000,0.0000,1384050.5000,0.1539,0.1073,0.0000,0.5696,0.2169,14627319.0000
821.0000,0.3823,0.1842,0.2593,0.0027,0.1643,0.1369,0.2172,22.1859,28.3262,57.1730,0.0000,0.0000,397989.0312,0.1296,0.0960,0.0000,2.0537,0.7476,11085362.1250
822.0000,0.4463,0.1938,0.2683,0.0040,0.1944,0.1132,0.2063,22.6287,29.7697,19.7687,0.0000,0.0000,411299.7188,0.1387,0.1027,0.0000,0.7165,0.4500,9550186.1250
823.0000,0.2037,0.0803,0.1488,0.0013,26.4678,26.6567,34.0631,20.3299,20.7827,1540.4329,1.4793,0.5476,9991563.0000,0.0382,0.0259,14.9287,3.6585,2.9395,4714358.0000
824.0000,0.3473,0.1851,0.2349,0.0016,10.1054,8.0842,14.7135,22.6872,28.6711,292.9420,0.0000,0.0000,3951108.0000,0.1467,0.1022,0.9934,1.9036,0.6651,33011154.0000
825.0000,0.3042,0.1639,0.2336,0.0011,0.2136,0.1961,0.2756,19.8415,24.1056,175.1320,0.0000,0.0000,1187391.2500,0.1117,0.0845,0.0000,4.2751,1.0344,11839554.5000
826.0000,0.4147,0.1952,0.2746,0.0039,0.2913,0.1673,0.6960,22.5086,28.9451,53.3518,0.0000,0.0000,2356960.2500,0.1374,0.1020,0.0000,2.3480,1.0618,61182394.0000
827.0000,0.4018,0.1932,0.2695,0.0034,0.8842,0.5063,4.1796,22.2483,27.8724,71.5428,0.0000,0.0000,1979082.7500,0.1377,0.1015,0.0000,2.4854,1.2437,89486223.0000
828.0000,0.2037,0.0802,0.1488,0.0013,26.7414,27.1830,34.2841,20.3077,20.7197,1987.4353,8.1270,3.8919,3626498.2500,0.0381,0.0259,12.8750,3.7378,3.1599,3242544.0000
829.0000,0.3929,0.1880,0.2643,0.0032,0.1886,0.1596,0.2070,22.8782,29.2075,305.6516,7.5511,0.1017,4475589.5000,0.1323,0.0980,1.0486,4.9952,3.4034,26660870.0000
830.0000,0.3725,0.1799,0.2558,0.0025,0.2419,0.1677,0.2705,21.6972,27.0584,123.3587,0.0000,0.0000,640727.3125,0.1249,0.0928,0.0000,4.0736,1.3416,22664338.2500
831.0000,0.3462,0.1850,0.2363,0.0016,12.9728,10.0677,18.9088,22.5743,28.2899,113.4499,0.0022,0.0000,4240652.0000,0.1457,0.1016,0.4637,4.8206,5.0543,26151390.0000
832.0000,0.3917,0.1880,0.2645,0.0030,0.2439,0.1737,0.4095,22.1181,28.0495,136.3722,0.0000,0.0000,1225401.7500,0.1325,0.0981,0.0000,4.4712,1.5536,15791393.5000
833.0000,0.3011,0.1615,0.2315,0.0010,0.2284,0.1790,0.2437,20.5557,25.0530,487.2879,0.0000,0.0000,2585864.2500,0.1094,0.0827,1.3721,4.1062,0.8878,20289494.0000
834.0000,0.2037,0.0803,0.1488,0.0013,26.7685,27.2212,34.2757,20.3128,20.7293,818.1810,6.9596,5.6079,14663537.0000,0.0381,0.0259,13.5488,3.6811,2.9608,7442242.0000
835.0000,0.3220,0.1718,0.2315,0.0014,5.7133,2.0403,16.6187,22.4572,28.5252,20.2472,0.0000,0.0000,1169002.0000,0.1298,0.0901,0.0000,0.7109,0.5187,16356795.5000
836.0000,0.1837,0.0805,0.1304,0.0005,32.1051,32.6783,33.2053,19.8700,19.8275,-0.0265,0.0000,0.0000,379113632.0000,0.0411,0.0385,0.0000,0.0098,0.1867,0.0000
837.0000,0.3021,0.1591,0.2286,0.0010,0.1189,0.1123,0.1629,22.7459,27.1687,307.6012,0.0000,0.0000,4840232.0000,0.1081,0.0807,1.0542,3.3545,0.3527,5848004.0000
838.0000,0.4268,0.1856,0.2676,0.0039,0.3509,0.1544,0.6346,22.7036,29.0155,47.1047,0.0000,0.0000,5444990.0000,0.1275,0.0946,0.0000,1.6969,0.8061,47676200.0000
839.0000,0.2157,0.0804,0.1488,0.0013,26.7319,27.1555,34.2707,20.3189,20.7439,1551.8977,2.0159,1.1952,11877847.0000,0.0384,0.0261,13.6821,3.6499,2.9619,7740514.0000
840.0000,0.3935,0.1753,0.2450,0.0024,0.1101,0.1073,0.1390,22.6891,28.9250,39.7892,0.0000,0.0000,375791.2812,0.1238,0.0918,0.0000,1.2979,0.3392,13244810.0000
841.0000,0.4311,0.1962,0.2750,0.0041,0.7003,0.2094,2.9212,22.6601,28.8761,24.2446,0.0000,0.0000,510696.4688,0.1394,0.1029,0.0000,0.8861,0.4726,84069929.7500
842.0000,0.3057,0.1650,0.2349,0.0011,0.2419,0.1776,0.2430,20.3212,25.8848,112.7530,0.0000,0.0000,594643.6250,0.1127,0.0851,0.0000,4.1199,1.1065,24657873.2500
843.0000,0.1748,0.0803,0.1424,0.0003,29.8704,30.9570,32.4284,19.9333,19.9978,299.1663,0.0000,0.0000,960823424.0000,0.0367,0.0312,0.0000,1.9887,1.4804,0.0000
844.0000,0.4249,0.1807,0.2646,0.0038,0.1994,0.1134,0.1793,22.9045,28.6174,174.8189,0.0000,0.0000,5606289.0000,0.1218,0.0907,0.6186,2.6408,0.5522,35332140.0000
845.0000,0.2038,0.0802,0.1488,0.0013,26.9278,27.1825,34.1794,20.3227,20.7135,483.2946,5.5419,0.7556,4969480.0000,0.0380,0.0258,10.4759,3.5498,2.8975,2590833.0000
846.0000,0.3021,0.1590,0.2286,0.0010,0.1176,0.1121,0.1564,22.7621,27.2395,100.0234,0.0000,0.0000,6070243.5000,0.1080,0.0806,2.7391,3.5075,0.3759,9060564.0000
847.0000,0.3060,0.1667,0.2354,0.0011,0.1704,0.1828,0.2488,20.1134,25.9193,285.2699,0.0000,0.0000,1509600.7500,0.1153,0.0868,0.5335,4.3396,1.1666,16919416.0000
848.0000,0.3618,0.1890,0.2477,0.0022,0.4720,0.2402,0.6808,22.8383,29.8806,0.1666,0.0000,0.0000,870658.5000,0.1439,0.1035,0.0000,2.0664,0.6676,4401445.5000
849.0000,0.2969,0.1579,0.2273,0.0009,1.8061,0.7775,5.2578,21.8745,27.1449,221.6692,0.0000,0.0000,7058623.0000,0.1068,0.0802,1.5045,4.2163,2.7590,29411772.0000
850.0000,0.2452,0.1245,0.1940,0.0008,5.8679,3.6418,20.8388,21.6011,25.3206,205.6556,0.0000,0.0000,3454262.7500,0.0790,0.0556,0.4377,2.0080,1.3647,69044532.0000
851.0000,0.3021,0.1589,0.2286,0.0010,0.1170,0.1123,0.1500,22.7919,27.2675,18.3771,0.0000,0.0000,11532510.0000,0.1078,0.0805,1.6493,3.4659,0.3941,2839504.0000
852.0000,0.2741,0.1460,0.2152,0.0007,2.1930,1.6828,7.3626,20.8190,24.6374,544.3251,0.0000,0.0000,3126073.0000,0.0960,0.0723,1.2354,3.3282,1.1985,29148444.0000
853.0000,0.3158,0.1766,0.2447,0.0012,0.3067,0.2188,0.4356,19.6760,26.4248,184.5666,0.0000,0.0000,1340686.1250,0.1246,0.0938,0.0000,4.6493,1.3862,21148638.0000
854.0000,0.2037,0.0798,0.1488,0.0013,26.9151,27.4164,34.3848,20.2968,20.6694,33.7368,0.0000,0.0000,851246848.0000,0.0374,0.0254,0.0000,3.5199,2.9824,0.0000
855.0000,0.2047,0.0803,0.1485,0.0014,27.4005,25.8345,33.0263,20.3906,20.5914,726.4179,0.0000,0.0000,29430760.0000,0.0386,0.0260,9.2883,2.2847,2.1560,6351912.0000
856.0000,0.4269,0.1860,0.2675,0.0039,0.1785,0.1324,0.3589,22.8407,28.5238,111.8255,0.0000,0.0000,10665095.0000,0.1282,0.0950,0.4627,2.1495,0.5769,47053096.0000
857.0000,0.3084,0.1617,0.2298,0.0011,1.7075,0.9375,4.2723,22.1246,27.5177,205.3886,0.0000,0.0000,888899.1250,0.1114,0.0827,0.2554,2.6477,0.7119,20078755.0000
858.0000,0.3275,0.1698,0.2379,0.0015,1.3839,0.5731,2.7143,22.5658,28.6084,0.5765,0.0000,0.0000,3611681.7500,0.1189,0.0880,0.0000,2.7993,0.6622,1258098.0000
859.0000,0.3373,0.1963,0.2618,0.0016,0.1309,0.1401,0.2812,20.3006,27.2748,94.9030,0.0239,0.0000,483335.7188,0.1446,0.1084,0.0000,3.5118,1.0589,13889360.0000
860.0000,0.3021,0.1591,0.2286,0.0010,0.1169,0.1129,0.1473,22.7843,27.2034,34.4680,0.0000,0.0000,9512898.0000,0.1081,0.0807,1.5548,3.4059,0.4926,1354496.0000
861.0000,0.3215,0.1819,0.2481,0.0012,0.3357,0.2443,0.5881,20.4823,27.1709,0.2091,0.0784,0.0002,2623433.2500,0.1314,0.0975,0.0000,4.4054,1.3026,17405494.0000
862.0000,0.4270,0.1866,0.2678,0.0037,2.0361,0.7644,7.6740,22.4690,28.4818,24.8338,0.0000,0.0000,391172.4688,0.1290,0.0953,0.0000,0.7824,0.5164,67997648.0000
863.0000,0.2691,0.1428,0.2114,0.0007,5.5885,4.9580,11.7766,21.6899,25.9822,165.2019,0.0000,0.0121,402500.4688,0.0935,0.0702,0.0000,3.0503,0.9436,4251229.8750
864.0000,0.2645,0.1401,0.2092,0.0006,7.8801,7.3964,16.8498,20.8403,23.5580,790.7970,0.0000,0.0000,1610175.6250,0.0906,0.0683,1.1263,2.5786,1.1788,3572617.5000
865.0000,0.3305,0.1685,0.2357,0.0015,1.4760,0.6478,2.9420,22.6014,28.6163,489.7188,0.0000,0.0000,2720503.7500,0.1184,0.0874,1.5255,2.6450,0.6685,28586813.0000
866.0000,0.3305,0.1684,0.2357,0.0015,1.4912,0.6675,2.9579,22.6075,28.6173,130.0537,0.0000,0.0000,4222701.0000,0.1184,0.0873,0.2070,2.6413,1.4238,28559646.0000
867.0000,0.3066,0.1592,0.2276,0.0011,1.9435,1.0044,3.9596,22.5890,28.5477,1481.6353,0.0000,0.0000,1567214.1250,0.1091,0.0809,3.8140,5.4807,2.0160,12337400.0000
868.0000,0.3342,0.1953,0.2607,0.0016,0.1450,0.1748,0.3335,18.7477,25.8598,607.6899,0.0876,0.0031,5067224.5000,0.1436,0.1078,0.0000,5.3064,1.6075,80864118.0000
869.0000,0.3187,0.1837,0.2455,0.0009,0.6680,0.2926,1.1861,21.4959,27.8520,93.2781,0.0170,0.0000,3337857.0000,0.1375,0.1002,0.1218,2.1492,0.7757,40915608.0000
870.0000,0.2950,0.1542,0.2235,0.0009,3.3990,2.8545,5.0252,22.5134,27.9140,34.6034,0.0003,0.0003,7079356.0000,0.1038,0.0773,1.0559,4.2459,1.0298,6669240.0000
871.0000,0.2058,0.0809,0.1489,0.0014,30.0064,30.7744,33.1310,20.3788,20.4338,203.7673,0.0000,0.0000,4917293.0000,0.0396,0.0264,2.9659,1.3596,1.4537,1419292.0000
872.0000,0.3587,0.2052,0.2719,0.0023,0.2195,0.2030,0.2413,18.1634,25.9375,24741.5312,13.9802,11.4466,1308370.5000,0.1507,0.1145,0.0000,6.6242,2.1472,20213864.0000
873.0000,0.2767,0.1444,0.2141,0.0007,3.5018,3.0431,5.7953,22.2736,27.3712,202.0580,0.0000,0.0389,403697.3125,0.0942,0.0709,0.0000,2.6774,0.7298,2988098.0000
874.0000,0.2436,0.1277,0.1970,0.0005,21.5567,21.8146,28.1861,20.6449,22.0933,234.8547,0.0000,0.0000,691368.3750,0.0791,0.0596,0.0000,1.9388,1.2732,4076651.5000
875.0000,0.2096,0.0850,0.1532,0.0014,29.9372,30.7491,33.0818,20.4109,20.4593,151.3775,0.0000,0.0000,1337216.0000,0.0435,0.0290,5.8638,1.3668,1.4268,360829.0000
876.0000,0.3007,0.1558,0.2249,0.0010,0.8600,0.4599,2.1474,22.6867,29.1801,2.2154,0.0000,0.0000,366128.1875,0.1056,0.0785,0.0000,3.1114,5.5728,9594170.0000
877.0000,0.2154,0.0904,0.1593,0.0014,29.9043,30.6350,33.0134,20.4260,20.5044,77.9512,0.0000,0.0000,1137105.6250,0.0485,0.0322,4.3990,1.3305,1.4140,0.0000
878.0000,0.2170,0.0926,0.1610,0.0014,29.6125,30.3575,32.8636,20.4460,20.6419,119.4480,0.0000,0.0000,1074001.8750,0.0509,0.0337,6.6353,1.2927,1.3792,0.0000
879.0000,0.3329,0.1799,0.2426,0.0011,0.9152,0.3540,1.5865,21.9899,28.2769,47.1975,0.0000,0.0000,1097031.8750,0.1332,0.0970,0.0000,1.6266,0.6592,26853644.5000
880.0000,0.2261,0.1158,0.1847,0.0004,24.4342,24.8537,29.9314,20.5680,21.5426,124.6989,0.0000,0.5143,668522.6250,0.0683,0.0516,0.0000,1.7232,1.3135,600042.0000
881.0000,0.2187,0.0942,0.1633,0.0014,29.6448,30.3141,32.8034,20.4270,20.5443,109.9002,0.0000,0.0000,1132273.3750,0.0521,0.0346,2.1284,1.3303,1.4036,0.0000
882.0000,0.2100,0.0868,0.1548,0.0014,29.7335,30.5381,32.9430,20.4164,20.5031,20.1385,0.0000,0.0000,1522080.1250,0.0453,0.0303,0.0000,1.3352,1.4157,0.0000
883.0000,0.3234,0.1635,0.2329,0.0014,5.6355,6.1202,8.0349,22.5641,28.6231,219.9078,0.0000,0.0000,1196461.7500,0.1130,0.0831,0.4276,1.5252,0.5068,29549734.0000
884.0000,0.1809,0.0596,0.1266,0.0013,30.0103,30.7652,33.0733,20.4145,20.4585,-0.1241,0.0000,0.0000,2504411.0000,0.0186,0.0132,0.0000,1.3128,1.4127,0.0000
885.0000,0.1985,0.0966,0.1650,0.0004,27.7624,28.3960,31.7675,20.4781,20.9002,148.2506,0.0000,0.0000,922711.3125,0.0509,0.0387,0.0000,1.4744,1.3679,0.0000
886.0000,0.2187,0.0933,0.1626,0.0014,29.7903,30.4873,32.9275,20.4449,20.5900,23.6002,0.0000,0.0000,1085933.7500,0.0512,0.0339,0.0000,1.3479,1.4041,0.0000
887.0000,0.2203,0.0949,0.1643,0.0014,29.7130,30.4069,32.8580,20.4272,20.5333,422.5726,0.0000,0.0000,1155988.2500,0.0527,0.0349,0.0000,1.3240,1.3997,0.0000
888.0000,0.1791,0.0671,0.1348,0.0007,29.5870,30.3151,32.8194,20.4281,20.5449,146.5691,0.0000,0.0000,1809668.3750,0.0237,0.0189,0.0000,1.3414,1.4032,0.0000
889.0000,0.1543,0.0370,0.1035,0.0011,29.9231,30.6689,33.0186,20.4167,20.4768,-0.1328,0.0000,0.0000,3012902.5000,-0.0044,-0.0007,0.0000,1.3141,1.4114,0.0000
890.0000,0.1748,0.0800,0.1425,0.0003,32.1899,32.6784,33.2053,19.8440,19.6753,-0.0238,0.0000,0.0000,950818432.0000,0.0361,0.0309,0.0000,0.0022,0.0418,0.0000
891.0000,0.2098,0.0858,0.1543,0.0014,29.8187,30.5508,32.9486,20.4226,20.5032,-0.1324,0.0000,0.0000,1563563.0000,0.0440,0.0294,0.0000,1.3355,1.4028,0.0000
892.0000,0.2157,0.0908,0.1594,0.0014,29.8301,30.6389,32.9975,20.4182,20.4963,127.4725,0.6691,263365.6250,1192002.2500,0.0491,0.0326,6.5946,1.4408,1.4350,56968.0000
893.0000,0.3235,0.1634,0.2326,0.0014,4.5016,4.4130,6.2396,22.7956,28.9914,162.3020,0.0000,0.0000,4537679.0000,0.1130,0.0831,0.5343,1.5593,0.6654,26712496.0000
894.0000,0.1933,0.0704,0.1381,0.0013,30.0453,30.7947,33.0871,20.4148,20.4536,-0.1179,0.0000,0.0000,2756232.7500,0.0290,0.0198,0.0000,1.3141,1.4104,0.0000
895.0000,0.2089,0.0844,0.1525,0.0014,29.9663,30.7861,33.0784,20.4101,20.4523,441.1770,10.7436,10.6423,1327074.3750,0.0429,0.0286,10.1664,1.4075,1.3983,525552.8750
896.0000,0.3724,0.1647,0.2132,0.0165,1.5276,0.7211,2.6859,22.7187,29.0990,23.2964,0.0000,0.0000,5288691.5000,0.1270,0.0907,0.0000,2.6190,2.8114,78458440.0000
897.0000,0.2387,0.0810,0.1489,0.0014,30.0457,30.8705,33.1270,20.4041,20.4193,734.5118,0.8459,0.2158,2958611.0000,0.0397,0.0265,12.1647,1.3743,1.4565,661152.0000
